+----------------------------+----------------+----------+--------------------+---------------------+-----------------------------------+------------------------+
| Department                 | Admission_Year | KEN_Code | Total_Base_Revenue | Total_Extra_Revenue | Insurance_Provider                | Total_Hospitalizations |
| Ορθοπεδική                 |           2025 | Τ25Μα    |               5872 |                   0 | Ιδιωτική Ασφάλεια                 |                      1 |
| Ουρολογία                  |           2025 | Β02Χ     |               1007 |                1600 | ΕΦΚΑ                              |                      1 |
| Ουρολογία                  |           2025 | Γ21Α     |                475 |                   0 | ΕΦΚΑ                              |                      1 |
| Ουρολογία                  |           2025 | Δ01Μ     |               8557 |                   0 | ΕΦΚΑ                              |                      1 |
| Ουρολογία                  |           2025 | Ε11Χ     |               5302 |                 200 | Ιδιωτική Ασφάλεια                 |                      1 |
| Ουρολογία                  |           2025 | Θ20Α     |                297 |                1400 | ΕΦΚΑ                              |                      1 |
| Ουρολογία                  |           2025 | Κ03Χ     |              11734 |                   0 | Ιδιωτική Ασφάλεια                 |                      1 |
| Ουρολογία                  |           2025 | Μ32Μβ    |               9963 |                   0 | ΕΦΚΑ                              |                      1 |
| Ουρολογία                  |           2025 | Ν11Α     |               1331 |                1300 | Ιδιωτική Ασφάλεια                 |                      1 |
| Ουρολογία                  |           2025 | Ξ21Μ     |               1136 |                 600 | Ιδιωτική Ασφάλεια                 |                      1 |
| Ουρολογία                  |           2025 | Ο13Α     |                336 |                1300 | ΕΦΚΑ                              |                      1 |
| Ουρολογία                  |           2025 | Ο15Α     |               1026 |                1200 | Ιδιωτική Ασφάλεια                 |                      1 |
| Ουρολογία                  |           2025 | Ο61Χ     |                482 |                   0 | ΕΦΚΑ                              |                      1 |
| Ουρολογία                  |           2025 | Π28Μ     |               2062 |                   0 | ΕΦΚΑ                              |                      1 |
| Ουρολογία                  |           2025 | Φ24Μ     |               2785 |                   0 | ΕΦΚΑ                              |                      1 |
| Οφθαλμολογία               |           2025 | S20Χ     |               1759 |                   0 | ΕΦΚΑ                              |                      1 |
| Οφθαλμολογία               |           2025 | Α33Χ     |                607 |                 200 | Ανασφάλιστος                      |                      1 |
| Οφθαλμολογία               |           2025 | Δ29Χ     |               1377 |                   0 | ΕΦΚΑ                              |                      1 |
| Οφθαλμολογία               |           2025 | Θ04Χ     |               2848 |                 800 | Ανασφάλιστος                      |                      1 |
| Οφθαλμολογία               |           2025 | Κ13Μ     |               7938 |                   0 | ΕΦΚΑ                              |                      2 |
| Οφθαλμολογία               |           2025 | Κ14Μα    |               3569 |                 100 | ΕΦΚΑ                              |                      1 |
| Οφθαλμολογία               |           2025 | Κ17Χ     |               2617 |                1600 | ΕΦΚΑ                              |                      1 |
| Οφθαλμολογία               |           2025 | Λ04Χ     |                571 |                1200 | ΕΦΚΑ                              |                      1 |
| Οφθαλμολογία               |           2025 | Μ09Χ     |               9783 |                 500 | Ιδιωτική Ασφάλεια                 |                      1 |
| Οφθαλμολογία               |           2025 | Ο03Α     |                837 |                1600 | ΕΦΚΑ                              |                      1 |
| Οφθαλμολογία               |           2025 | Ρ01Α     |                443 |                1100 | ΕΦΚΑ                              |                      1 |
| Οφθαλμολογία               |           2025 | Σ20Μ     |               7435 |                   0 | Ανασφάλιστος                      |                      1 |
| Οφθαλμολογία               |           2025 | Σ22Χ     |                638 |                1400 | Ιδιωτική Ασφάλεια                 |                      1 |
| Οφθαλμολογία               |           2025 | Ω01Α     |              24000 |                1400 | Ιδιωτική Ασφάλεια                 |                      1 |
| Παιδιατρική                |           2025 | Δ23Μ     |                965 |                 300 | Ανασφάλιστος                      |                      1 |
| Παιδιατρική                |           2025 | Μ31Μ     |              11675 |                   0 | ΕΦΚΑ                              |                      1 |
| Παιδιατρική                |           2025 | Μ75Χ     |                405 |                   0 | ΕΦΚΑ                              |                      1 |
| Παιδιατρική                |           2025 | Ν30Μα    |               3408 |                   0 | Ιδιωτική Ασφάλεια                 |                      1 |
| Παιδιατρική                |           2025 | Ν32Χ     |               1183 |                1000 | ΕΦΚΑ                              |                      1 |
| Παιδιατρική                |           2025 | Π07Χ     |                983 |                1000 | ΕΦΚΑ                              |                      1 |
| Παιδιατρική                |           2025 | Π27Χ     |                988 |                   0 | ΕΦΚΑ                              |                      1 |
| Παιδιατρική                |           2025 | Τ20Χ     |                512 |                   0 | Ιδιωτική Ασφάλεια                 |                      1 |
| Παιδιατρική                |           2025 | Φ11Χ     |               1883 |                   0 | Ιδιωτική Ασφάλεια                 |                      1 |
| Παιδιατρική                |           2025 | Φ64Χ     |                303 |                1800 | Ιδιωτική Ασφάλεια                 |                      1 |
| Πνευμονολογία              |           2025 | Η43Χ     |                521 |                 500 | Ιδιωτική Ασφάλεια                 |                      1 |
| Πνευμονολογία              |           2025 | Ν39Μ     |               1323 |                 700 | ΕΦΚΑ                              |                      1 |
| Πνευμονολογία              |           2025 | Ξ20Χα    |                786 |                 400 | ΕΦΚΑ                              |                      1 |
| Πνευμονολογία              |           2025 | Ρ21Χ     |                778 |                   0 | Ιδιωτική Ασφάλεια                 |                      1 |
| Πνευμονολογία              |           2025 | Υ08Χ     |                631 |                 600 | Ιδιωτική Ασφάλεια                 |                      1 |
| Πνευμονολογία              |           2025 | Φ62Χ     |                374 |                 700 | Ιδιωτική Ασφάλεια                 |                      1 |
| Χειρουργική                |           2025 | Γ20Μ     |               1969 |                 400 | ΕΦΚΑ                              |                      1 |
| Χειρουργική                |           2025 | Η42Χ     |                708 |                1200 | ΕΦΚΑ                              |                      1 |
| Χειρουργική                |           2025 | Κ04Μ     |              13155 |                   0 | Ιδιωτική Ασφάλεια                 |                      1 |
| Χειρουργική                |           2025 | Κ33Α     |               3132 |                   0 | ΕΦΚΑ                              |                      1 |
| Χειρουργική                |           2025 | Μ27Μ     |               2179 |                 100 | ΕΦΚΑ                              |                      1 |
| Χειρουργική                |           2025 | Μ71Χ     |                405 |                1300 | ΕΦΚΑ                              |                      1 |
| Χειρουργική                |           2025 | Ν24Μ     |               2389 |                   0 | ΕΦΚΑ                              |                      1 |
| Χειρουργική                |           2025 | Ν30Χ     |               1191 |                 600 | ΕΦΚΑ                              |                      1 |
| Χειρουργική                |           2025 | Ν41Μ     |               1837 |                 100 | ΕΦΚΑ                              |                      1 |
| Χειρουργική                |           2025 | Π44Χ     |               1073 |                   0 | ΕΦΚΑ                              |                      1 |
| Χειρουργική                |           2025 | Π47Χ     |                335 |                 200 | Ιδιωτική Ασφάλεια                 |                      1 |
| Χειρουργική                |           2025 | Σ02Χβ    |               2056 |                1100 | Ιδιωτική Ασφάλεια                 |                      1 |
| Χειρουργική                |           2025 | Σ22Χ     |                638 |                1300 | ΕΦΚΑ                              |                      1 |
| Χειρουργική                |           2025 | Τ02Α     |              20279 |                   0 | ΕΦΚΑ                              |                      1 |
| Χειρουργική                |           2025 | Υ05Μ     |               2848 |                 100 | Ανασφάλιστος                      |                      1 |
| Χειρουργική                |           2025 | Φ11Μ     |               7314 |                 300 | ΕΦΚΑ                              |                      2 |
| Χειρουργική                |           2025 | Χ20Α     |                148 |                1600 | ΕΦΚΑ                              |                      1 |
| ΩΡΛ                        |           2025 | S21Χ     |                232 |                 200 | ΕΦΚΑ                              |                      1 |
| ΩΡΛ                        |           2025 | Ε13Α     |              37063 |                   0 | Ιδιωτική Ασφάλεια                 |                      1 |
| ΩΡΛ                        |           2025 | Η43Μ     |               1813 |                 400 | ΕΦΚΑ                              |                      1 |
| ΩΡΛ                        |           2025 | Κ16Χ     |               1118 |                1600 | ΕΦΚΑ                              |                      1 |
| ΩΡΛ                        |           2025 | Κ18Μ     |               2226 |                   0 | Ιδιωτική Ασφάλεια                 |                      1 |
| ΩΡΛ                        |           2025 | Κ34Μ     |               2233 |                   0 | ΕΦΚΑ                              |                      1 |
| ΩΡΛ                        |           2025 | Κ46Μ     |               1245 |                 600 | ΕΦΚΑ                              |                      1 |
| ΩΡΛ                        |           2025 | Λ05Α     |                334 |                1700 | ΕΦΚΑ                              |                      1 |
| ΩΡΛ                        |           2025 | Ν07Μ     |               2513 |                   0 | ΕΦΚΑ                              |                      1 |
| ΩΡΛ                        |           2025 | Ν25Α     |                482 |                 800 | Ιδιωτική Ασφάλεια                 |                      1 |
| ΩΡΛ                        |           2025 | Ν82Χ     |               1416 |                   0 | ΕΦΚΑ                              |                      1 |
| ΩΡΛ                        |           2025 | Π12Χ     |                967 |                1200 | ΕΦΚΑ                              |                      1 |
| ΩΡΛ                        |           2025 | Π47Χ     |                335 |                 700 | ΕΦΚΑ                              |                      1 |
| ΩΡΛ                        |           2025 | Υ21Α     |                231 |                 100 | ΕΦΚΑ                              |                      1 |
| ΩΡΛ                        |           2025 | Φ60Μ     |               1144 |                   0 | ΕΦΚΑ                              |                      1 |
| Δερματολογία               |           2026 | Δ07Α     |                605 |                 600 | Ιδιωτική Ασφάλεια                 |                      1 |
| Δερματολογία               |           2026 | Ε04Α     |              30015 |                   0 | ΕΦΚΑ                              |                      1 |
| Δερματολογία               |           2026 | Μ10Χ     |               1908 |                 400 | ΕΦΚΑ                              |                      1 |
| Δερματολογία               |           2026 | Ν31Χ     |                280 |                 500 | Ιδιωτική Ασφάλεια                 |                      1 |
| Επείγοντα                  |           2026 | S20Α     |                934 |                   0 | ΕΦΚΑ                              |                      1 |
| Επείγοντα                  |           2026 | Ο14Α     |                406 |                1700 | Ανασφάλιστος                      |                      1 |
| Καρδιολογία                |           2026 | Κ32Α     |               1043 |                1800 | ΕΦΚΑ                              |                      1 |
| Καρδιολογία                |           2026 | Λ23Α     |                265 |                1600 | Ιδιωτική Ασφάλεια                 |                      1 |
| Καρδιολογία                |           2026 | Μ32Μβ    |               9963 |                 200 | Ανασφάλιστος                      |                      1 |
| Καρδιολογία                |           2026 | Π27Μ     |               2521 |                   0 | Ανασφάλιστος                      |                      1 |
| Καρδιολογία                |           2026 | Τ26Μβ    |               2346 |                   0 | Ανασφάλιστος                      |                      1 |
| Καρδιολογία                |           2026 | Υ07Μ     |               1218 |                   0 | Ιδιωτική Ασφάλεια                 |                      1 |
| Μαιευτική                  |           2026 | Θ01Μ     |               6202 |                   0 | ΕΦΚΑ                              |                      1 |
| Μαιευτική                  |           2026 | Ν34Χ     |               1012 |                 800 | ΕΦΚΑ                              |                      1 |
| Μαιευτική                  |           2026 | Ρ05Μβ    |               3050 |                 400 | ΕΦΚΑ                              |                      1 |
| ΜΕΘ                        |           2026 | Γ07Α     |                742 |                1800 | ΕΦΚΑ                              |                      1 |
| ΜΕΘ                        |           2026 | Κ12Μ     |               5465 |                   0 | ΕΦΚΑ                              |                      1 |
| ΜΕΘ                        |           2026 | Μ31Μ     |              11675 |                   0 | Ιδιωτική Ασφάλεια                 |                      1 |
| ΜΕΘ                        |           2026 | Σ20Χ     |                988 |                1200 | ΕΦΚΑ                              |                      1 |
| Νευρολογία                 |           2026 | S20Χ     |               1759 |                   0 | ΕΦΚΑ                              |                      1 |
| Νευρολογία                 |           2026 | Η07Μ     |               4299 |                   0 | ΕΦΚΑ                              |                      1 |
| Νευρολογία                 |           2026 | Κ07Μβ    |               7279 |                 100 | ΕΦΚΑ                              |                      1 |
| Νευρολογία                 |           2026 | Υ27Χ     |                358 |                1300 | ΕΦΚΑ                              |                      1 |
| Νευρολογία                 |           2026 | Φ62Χ     |                374 |                 100 | ΕΦΚΑ                              |                      1 |
| Νεφρολογία                 |           2026 | Γ04Χ     |               1525 |                   0 | ΕΦΚΑ                              |                      1 |
| Νεφρολογία                 |           2026 | Η05Μ     |               4533 |                   0 | Ιδιωτική Ασφάλεια                 |                      1 |
| Νεφρολογία                 |           2026 | Κ13Χ     |               1660 |                 200 | Ιδιωτική Ασφάλεια                 |                      1 |
| Νεφρολογία                 |           2026 | Κ43Μ     |               1471 |                   0 | Ιδιωτική Ασφάλεια                 |                      1 |
| Νεφρολογία                 |           2026 | Μ63Χ     |                444 |                 200 | Ιδιωτική Ασφάλεια                 |                      1 |
| Νεφρολογία                 |           2026 | Ξ20Μ     |               1945 |                 300 | ΕΦΚΑ                              |                      1 |
| Νεφρολογία                 |           2026 | Π26Μ     |               3338 |                   0 | Ιδιωτική Ασφάλεια                 |                      1 |
| Νεφρολογία                 |           2026 | Ρ22Χ     |                444 |                   0 | Ανασφάλιστος                      |                      1 |
| Νεφρολογία                 |           2026 | Υ28Α     |                296 |                 600 | Ιδιωτική Ασφάλεια                 |                      1 |
| Νεφρολογία                 |           2026 | Φ22Χ     |                827 |                1200 | Ιδιωτική Ασφάλεια                 |                      1 |
| Ογκολογία                  |           2026 | S23Χ     |                848 |                1100 | ΕΦΚΑ                              |                      1 |
| Ογκολογία                  |           2026 | Κ14Χ     |               1277 |                1500 | ΕΦΚΑ                              |                      1 |
| Ογκολογία                  |           2026 | Ν04Μ     |               4267 |                   0 | ΕΦΚΑ                              |                      1 |
| Ογκολογία                  |           2026 | Ν31Χ     |                280 |                1800 | ΕΦΚΑ                              |                      1 |
| Ογκολογία                  |           2026 | Ξ01Α     |               3476 |                   0 | ΕΦΚΑ                              |                      1 |
| Ογκολογία                  |           2026 | Ο10Α     |                650 |                1300 | ΕΦΚΑ                              |                      1 |
| Ογκολογία                  |           2026 | Τ20Μ     |                244 |                1200 | ΕΦΚΑ                              |                      1 |
| Ογκολογία                  |           2026 | Ω20Α     |                557 |                 900 | ΕΦΚΑ                              |                      1 |
| Ορθοπεδική                 |           2026 | Κ12Μ     |               5465 |                   0 | ΕΦΚΑ                              |                      1 |
| Ορθοπεδική                 |           2026 | Κ38Μ     |               1284 |                   0 | Ανασφάλιστος                      |                      1 |
| Ορθοπεδική                 |           2026 | Μ64Μ     |               2669 |                   0 | Ιδιωτική Ασφάλεια                 |                      1 |
| Ουρολογία                  |           2026 | Μ08Μ     |               4449 |                   0 | Ανασφάλιστος                      |                      1 |
| Ουρολογία                  |           2026 | Μ74Α     |                350 |                1700 | ΕΦΚΑ                              |                      1 |
| Ουρολογία                  |           2026 | Ν06Μ     |               3297 |                   0 | Ανασφάλιστος                      |                      1 |
| Ουρολογία                  |           2026 | Ν26Χ     |                872 |                1200 | ΕΦΚΑ                              |                      1 |
| Ουρολογία                  |           2026 | Τ22Α     |              30725 |                   0 | ΕΦΚΑ                              |                      1 |
| Ουρολογία                  |           2026 | Υ28Α     |                296 |                1400 | ΕΦΚΑ                              |                      1 |
| Οφθαλμολογία               |           2026 | Α35Μβ    |                973 |                1400 | ΕΦΚΑ                              |                      1 |
| Οφθαλμολογία               |           2026 | Δ06Α     |               1383 |                   0 | Ανασφάλιστος                      |                      1 |
| Οφθαλμολογία               |           2026 | Μ04Χ     |               6611 |                 900 | ΕΦΚΑ                              |                      1 |
| Οφθαλμολογία               |           2026 | Μ17Χ     |               1764 |                1700 | Ανασφάλιστος                      |                      1 |
| Οφθαλμολογία               |           2026 | Ο20Χ     |               1035 |                 500 | Ανασφάλιστος                      |                      1 |
| Παιδιατρική                |           2026 | Δ08Χ     |                791 |                 700 | ΕΦΚΑ                              |                      1 |
| Παιδιατρική                |           2026 | Κ04Μ     |              13155 |                   0 | Ιδιωτική Ασφάλεια                 |                      1 |
| Παιδιατρική                |           2026 | Κ40Μ     |               2000 |                   0 | Ανασφάλιστος                      |                      1 |
| Παιδιατρική                |           2026 | Ν06Μ     |               3297 |                   0 | ΕΦΚΑ                              |                      1 |
| Παιδιατρική                |           2026 | Τ24Α     |               5818 |                   0 | ΕΦΚΑ                              |                      1 |
| Πνευμονολογία              |           2026 | Γ05Μ     |               2147 |                   0 | Ιδιωτική Ασφάλεια                 |                      1 |
| Πνευμονολογία              |           2026 | Δ23Χ     |                366 |                 800 | Ιδιωτική Ασφάλεια                 |                      1 |
| Πνευμονολογία              |           2026 | Ξ20Χα    |                786 |                 900 | Ιδιωτική Ασφάλεια                 |                      1 |
| Πνευμονολογία              |           2026 | Π41Χ     |                412 |                1300 | Ιδιωτική Ασφάλεια                 |                      1 |
| Πνευμονολογία              |           2026 | Ρ20Μ     |               2514 |                   0 | ΕΦΚΑ                              |                      1 |
| Πνευμονολογία              |           2026 | Φ60Χ     |                288 |                 600 | Ιδιωτική Ασφάλεια                 |                      1 |
| Χειρουργική                |           2026 | Β22Α     |                545 |                 500 | ΕΦΚΑ                              |                      1 |
| Χειρουργική                |           2026 | Ε06Χβ    |              15548 |                   0 | ΕΦΚΑ                              |                      1 |
| Χειρουργική                |           2026 | Μ75Μ     |               1455 |                 600 | Ανασφάλιστος                      |                      1 |
| Χειρουργική                |           2026 | Τ23Α     |               7359 |                   0 | ΕΦΚΑ                              |                      1 |
| ΩΡΛ                        |           2026 | Α25Χ     |                949 |                 700 | ΕΦΚΑ                              |                      1 |
| ΩΡΛ                        |           2026 | Θ09Χα    |               2080 |                   0 | ΕΦΚΑ                              |                      1 |
| ΩΡΛ                        |           2026 | Ν40Α     |                272 |                1300 | ΕΦΚΑ                              |                      1 |
| ΩΡΛ                        |           2026 | Ξ02Μ     |               4655 |                   0 | ΕΦΚΑ                              |                      1 |
| ΩΡΛ                        |           2026 | Ο20Μ     |               1860 |                 800 | Ιδιωτική Ασφάλεια                 |                      1 |
| ΩΡΛ                        |           2026 | Ω04Μ     |               3125 |                 100 | ΕΦΚΑ                              |                      1 |
+----------------------------+----------------+----------+--------------------+---------------------+-----------------------------------+------------------------+
