Department	shift_date	shift_type	Main_Profession	Subclass_Role	Staff_Count
Επείγοντα	2026-05-13	Afternoon	Nurse	Νοσηλευτής	4
Επείγοντα	2026-05-13	Afternoon	Nurse	Προϊστάμενος	2
Καρδιολογία	2026-05-13	Afternoon	Admin	Γραμματέας	1
Καρδιολογία	2026-05-13	Afternoon	Admin	Διαχειριστής	1
Καρδιολογία	2026-05-13	Afternoon	Doctor	Παθολογία	2
Καρδιολογία	2026-05-13	Afternoon	Doctor	Αιματολογία	1
Καρδιολογία	2026-05-13	Afternoon	Nurse	Βοηθός Νοσηλευτή	4
Καρδιολογία	2026-05-13	Afternoon	Nurse	Προϊστάμενος	1
Καρδιολογία	2026-05-13	Afternoon	Nurse	Νοσηλευτής	1
Μαιευτική	2026-05-13	Afternoon	Admin	Διαχειριστής	2
Μαιευτική	2026-05-13	Afternoon	Doctor	Μαιευτική-Γυναικολογία	1
Μαιευτική	2026-05-13	Afternoon	Doctor	Γυναικολογία	2
Μαιευτική	2026-05-13	Afternoon	Nurse	Προϊστάμενος	2
Μαιευτική	2026-05-13	Afternoon	Nurse	Νοσηλευτής	1
Μαιευτική	2026-05-13	Afternoon	Nurse	Βοηθός Νοσηλευτή	3
ΜΕΘ	2026-05-13	Afternoon	Admin	Γραμματέας	2
ΜΕΘ	2026-05-13	Afternoon	Doctor	Παθολογία	1
ΜΕΘ	2026-05-13	Afternoon	Doctor	Καρδιολογία	2
ΜΕΘ	2026-05-13	Afternoon	Nurse	Προϊστάμενος	3
ΜΕΘ	2026-05-13	Afternoon	Nurse	Νοσηλευτής	3
Νευρολογία	2026-05-13	Afternoon	Admin	Διαχειριστής	1
Νευρολογία	2026-05-13	Afternoon	Admin	Γραμματέας	1
Νευρολογία	2026-05-13	Afternoon	Doctor	Νευρολογία	2
Νευρολογία	2026-05-13	Afternoon	Doctor	Ψυχιατρική	1
Νευρολογία	2026-05-13	Afternoon	Nurse	Προϊστάμενος	3
Νευρολογία	2026-05-13	Afternoon	Nurse	Νοσηλευτής	2
Νευρολογία	2026-05-13	Afternoon	Nurse	Βοηθός Νοσηλευτή	1
Νεφρολογία	2026-05-13	Afternoon	Admin	Υπεύθυνος Προμηθειών	1
Νεφρολογία	2026-05-13	Afternoon	Admin	Λογιστής	1
Νεφρολογία	2026-05-13	Afternoon	Doctor	Παθολογία	1
Νεφρολογία	2026-05-13	Afternoon	Doctor	Νεφρολογία	2
Νεφρολογία	2026-05-13	Afternoon	Nurse	Βοηθός Νοσηλευτή	2
Νεφρολογία	2026-05-13	Afternoon	Nurse	Προϊστάμενος	2
Νεφρολογία	2026-05-13	Afternoon	Nurse	Νοσηλευτής	2
Ογκολογία	2026-05-13	Afternoon	Admin	Λογιστής	1
Ογκολογία	2026-05-13	Afternoon	Admin	Διαχειριστής	1
Ογκολογία	2026-05-13	Afternoon	Doctor	Ογκολογία	1
Ογκολογία	2026-05-13	Afternoon	Doctor	Αιματολογία	2
Ογκολογία	2026-05-13	Afternoon	Nurse	Προϊστάμενος	1
Ογκολογία	2026-05-13	Afternoon	Nurse	Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-13	Afternoon	Nurse	Νοσηλευτής	3
Ορθοπεδική	2026-05-13	Afternoon	Admin	Υπεύθυνος Προμηθειών	2
Ορθοπεδική	2026-05-13	Afternoon	Doctor	Ορθοπεδική	2
Ορθοπεδική	2026-05-13	Afternoon	Doctor	Ρευματολογία	1
Ορθοπεδική	2026-05-13	Afternoon	Nurse	Προϊστάμενος	2
Ορθοπεδική	2026-05-13	Afternoon	Nurse	Βοηθός Νοσηλευτή	4
Ουρολογία	2026-05-13	Afternoon	Admin	Διαχειριστής	1
Ουρολογία	2026-05-13	Afternoon	Admin	Γραμματέας	1
Ουρολογία	2026-05-13	Afternoon	Doctor	Χειρουργική	1
Ουρολογία	2026-05-13	Afternoon	Doctor	Ουρολογία	2
Ουρολογία	2026-05-13	Afternoon	Nurse	Προϊστάμενος	4
Ουρολογία	2026-05-13	Afternoon	Nurse	Νοσηλευτής	1
Ουρολογία	2026-05-13	Afternoon	Nurse	Βοηθός Νοσηλευτή	1
Οφθαλμολογία	2026-05-13	Afternoon	Admin	Λογιστής	1
Οφθαλμολογία	2026-05-13	Afternoon	Admin	Γραμματέας	1
Οφθαλμολογία	2026-05-13	Afternoon	Doctor	Οφθαλμολογία	2
Οφθαλμολογία	2026-05-13	Afternoon	Doctor	Χειρουργική	1
Οφθαλμολογία	2026-05-13	Afternoon	Nurse	Προϊστάμενος	1
Οφθαλμολογία	2026-05-13	Afternoon	Nurse	Νοσηλευτής	2
Οφθαλμολογία	2026-05-13	Afternoon	Nurse	Βοηθός Νοσηλευτή	3
Παιδιατρική	2026-05-13	Afternoon	Admin	Διαχειριστής	1
Παιδιατρική	2026-05-13	Afternoon	Admin	Γραμματέας	1
Παιδιατρική	2026-05-13	Afternoon	Doctor	Παιδιατρική	3
Παιδιατρική	2026-05-13	Afternoon	Nurse	Νοσηλευτής	2
Παιδιατρική	2026-05-13	Afternoon	Nurse	Βοηθός Νοσηλευτή	3
Παιδιατρική	2026-05-13	Afternoon	Nurse	Προϊστάμενος	1
Πνευμονολογία	2026-05-13	Afternoon	Admin	Διαχειριστής	1
Πνευμονολογία	2026-05-13	Afternoon	Admin	Γραμματέας	1
Πνευμονολογία	2026-05-13	Afternoon	Doctor	Πνευμονολογία	3
Πνευμονολογία	2026-05-13	Afternoon	Nurse	Προϊστάμενος	3
Πνευμονολογία	2026-05-13	Afternoon	Nurse	Νοσηλευτής	1
Πνευμονολογία	2026-05-13	Afternoon	Nurse	Βοηθός Νοσηλευτή	2
Χειρουργική	2026-05-13	Afternoon	Admin	Διαχειριστής	1
Χειρουργική	2026-05-13	Afternoon	Admin	Λογιστής	1
Χειρουργική	2026-05-13	Afternoon	Doctor	Αναισθησιολογία	3
Χειρουργική	2026-05-13	Afternoon	Nurse	Προϊστάμενος	2
Χειρουργική	2026-05-13	Afternoon	Nurse	Βοηθός Νοσηλευτή	2
Χειρουργική	2026-05-13	Afternoon	Nurse	Νοσηλευτής	2
ΩΡΛ	2026-05-13	Afternoon	Admin	Διαχειριστής	2
ΩΡΛ	2026-05-13	Afternoon	Doctor	Χειρουργική	1
ΩΡΛ	2026-05-13	Afternoon	Doctor	ΩΡΛ	2
ΩΡΛ	2026-05-13	Afternoon	Nurse	Προϊστάμενος	2
ΩΡΛ	2026-05-13	Afternoon	Nurse	Βοηθός Νοσηλευτή	2
ΩΡΛ	2026-05-13	Afternoon	Nurse	Νοσηλευτής	2
Δερματολογία	2026-05-13	Morning	Admin	Λογιστής	1
Δερματολογία	2026-05-13	Morning	Admin	Υπεύθυνος Προμηθειών	1
Δερματολογία	2026-05-13	Morning	Doctor	Δερματολογία	3
Δερματολογία	2026-05-13	Morning	Nurse	Νοσηλευτής	2
Δερματολογία	2026-05-13	Morning	Nurse	Προϊστάμενος	3
Δερματολογία	2026-05-13	Morning	Nurse	Βοηθός Νοσηλευτή	1
Επείγοντα	2026-05-13	Morning	Admin	Γραμματέας	1
Επείγοντα	2026-05-13	Morning	Admin	Υπεύθυνος Προμηθειών	1
Επείγοντα	2026-05-13	Morning	Doctor	Καρδιολογία	2
Επείγοντα	2026-05-13	Morning	Doctor	Παιδιατρική	1
Επείγοντα	2026-05-13	Morning	Nurse	Νοσηλευτής	3
Επείγοντα	2026-05-13	Morning	Nurse	Προϊστάμενος	3
Καρδιολογία	2026-05-13	Morning	Admin	Γραμματέας	1
Καρδιολογία	2026-05-13	Morning	Admin	Υπεύθυνος Προμηθειών	1
Καρδιολογία	2026-05-13	Morning	Doctor	Καρδιολογία	2
Καρδιολογία	2026-05-13	Morning	Doctor	Παθολογία	1
Καρδιολογία	2026-05-13	Morning	Nurse	Βοηθός Νοσηλευτή	4
Καρδιολογία	2026-05-13	Morning	Nurse	Προϊστάμενος	1
Καρδιολογία	2026-05-13	Morning	Nurse	Νοσηλευτής	1
Μαιευτική	2026-05-13	Morning	Admin	Λογιστής	1
Μαιευτική	2026-05-13	Morning	Admin	Γραμματέας	1
Μαιευτική	2026-05-13	Morning	Doctor	Γυναικολογία	1
Μαιευτική	2026-05-13	Morning	Doctor	Μαιευτική-Γυναικολογία	2
Μαιευτική	2026-05-13	Morning	Nurse	Νοσηλευτής	2
Μαιευτική	2026-05-13	Morning	Nurse	Προϊστάμενος	1
Μαιευτική	2026-05-13	Morning	Nurse	Βοηθός Νοσηλευτή	3
ΜΕΘ	2026-05-13	Morning	Admin	Υπεύθυνος Προμηθειών	1
ΜΕΘ	2026-05-13	Morning	Admin	Γραμματέας	1
ΜΕΘ	2026-05-13	Morning	Doctor	Πνευμονολογία	3
ΜΕΘ	2026-05-13	Morning	Nurse	Προϊστάμενος	4
ΜΕΘ	2026-05-13	Morning	Nurse	Νοσηλευτής	2
Νευρολογία	2026-05-13	Morning	Admin	Διαχειριστής	1
Νευρολογία	2026-05-13	Morning	Admin	Λογιστής	1
Νευρολογία	2026-05-13	Morning	Doctor	Νευρολογία	2
Νευρολογία	2026-05-13	Morning	Doctor	Ψυχιατρική	1
Νευρολογία	2026-05-13	Morning	Nurse	Προϊστάμενος	2
Νευρολογία	2026-05-13	Morning	Nurse	Βοηθός Νοσηλευτή	1
Νευρολογία	2026-05-13	Morning	Nurse	Νοσηλευτής	3
Νεφρολογία	2026-05-13	Morning	Admin	Υπεύθυνος Προμηθειών	1
Νεφρολογία	2026-05-13	Morning	Admin	Λογιστής	1
Νεφρολογία	2026-05-13	Morning	Doctor	Νεφρολογία	2
Νεφρολογία	2026-05-13	Morning	Doctor	Παθολογία	1
Νεφρολογία	2026-05-13	Morning	Nurse	Νοσηλευτής	2
Νεφρολογία	2026-05-13	Morning	Nurse	Προϊστάμενος	1
Νεφρολογία	2026-05-13	Morning	Nurse	Βοηθός Νοσηλευτή	3
Ογκολογία	2026-05-13	Morning	Admin	Διαχειριστής	1
Ογκολογία	2026-05-13	Morning	Admin	Γραμματέας	1
Ογκολογία	2026-05-13	Morning	Doctor	Παθολογία	1
Ογκολογία	2026-05-13	Morning	Doctor	Ογκολογία	2
Ογκολογία	2026-05-13	Morning	Nurse	Νοσηλευτής	3
Ογκολογία	2026-05-13	Morning	Nurse	Προϊστάμενος	3
Ορθοπεδική	2026-05-13	Morning	Admin	Γραμματέας	1
Ορθοπεδική	2026-05-13	Morning	Admin	Διαχειριστής	1
Ορθοπεδική	2026-05-13	Morning	Doctor	Ρευματολογία	2
Ορθοπεδική	2026-05-13	Morning	Doctor	Ορθοπεδική	1
Ορθοπεδική	2026-05-13	Morning	Nurse	Προϊστάμενος	1
Ορθοπεδική	2026-05-13	Morning	Nurse	Βοηθός Νοσηλευτή	2
Ορθοπεδική	2026-05-13	Morning	Nurse	Νοσηλευτής	3
Ουρολογία	2026-05-13	Morning	Admin	Γραμματέας	1
Ουρολογία	2026-05-13	Morning	Admin	Διαχειριστής	1
Ουρολογία	2026-05-13	Morning	Doctor	Ουρολογία	3
Ουρολογία	2026-05-13	Morning	Nurse	Προϊστάμενος	2
Ουρολογία	2026-05-13	Morning	Nurse	Βοηθός Νοσηλευτή	2
Ουρολογία	2026-05-13	Morning	Nurse	Νοσηλευτής	2
Πνευμονολογία	2026-05-13	Morning	Admin	Διαχειριστής	1
Πνευμονολογία	2026-05-13	Morning	Admin	Λογιστής	1
Πνευμονολογία	2026-05-13	Morning	Doctor	Πνευμονολογία	2
Πνευμονολογία	2026-05-13	Morning	Doctor	Μολυσματολογία	1
Πνευμονολογία	2026-05-13	Morning	Nurse	Βοηθός Νοσηλευτή	3
Πνευμονολογία	2026-05-13	Morning	Nurse	Προϊστάμενος	1
Πνευμονολογία	2026-05-13	Morning	Nurse	Νοσηλευτής	2
Δερματολογία	2026-05-13	Night	Admin	Υπεύθυνος Προμηθειών	1
Δερματολογία	2026-05-13	Night	Admin	Λογιστής	1
Δερματολογία	2026-05-13	Night	Doctor	Δερματολογία	3
Δερματολογία	2026-05-13	Night	Nurse	Προϊστάμενος	3
Δερματολογία	2026-05-13	Night	Nurse	Νοσηλευτής	2
Δερματολογία	2026-05-13	Night	Nurse	Βοηθός Νοσηλευτή	1
Επείγοντα	2026-05-13	Night	Admin	Διαχειριστής	2
Επείγοντα	2026-05-13	Night	Doctor	Παθολογία	1
Επείγοντα	2026-05-13	Night	Doctor	Καρδιολογία	1
Επείγοντα	2026-05-13	Night	Doctor	Παιδιατρική	1
Επείγοντα	2026-05-13	Night	Nurse	Νοσηλευτής	3
Επείγοντα	2026-05-13	Night	Nurse	Βοηθός Νοσηλευτή	1
Επείγοντα	2026-05-13	Night	Nurse	Προϊστάμενος	2
Καρδιολογία	2026-05-13	Night	Admin	Λογιστής	2
Καρδιολογία	2026-05-13	Night	Doctor	Καρδιολογία	3
Καρδιολογία	2026-05-13	Night	Nurse	Νοσηλευτής	2
Καρδιολογία	2026-05-13	Night	Nurse	Βοηθός Νοσηλευτή	3
Καρδιολογία	2026-05-13	Night	Nurse	Προϊστάμενος	1
Μαιευτική	2026-05-13	Night	Admin	Λογιστής	1
Μαιευτική	2026-05-13	Night	Admin	Υπεύθυνος Προμηθειών	1
Μαιευτική	2026-05-13	Night	Doctor	Γυναικολογία	1
Μαιευτική	2026-05-13	Night	Doctor	Μαιευτική-Γυναικολογία	2
Μαιευτική	2026-05-13	Night	Nurse	Βοηθός Νοσηλευτή	4
Μαιευτική	2026-05-13	Night	Nurse	Νοσηλευτής	2
ΜΕΘ	2026-05-13	Night	Admin	Γραμματέας	1
ΜΕΘ	2026-05-13	Night	Admin	Λογιστής	1
ΜΕΘ	2026-05-13	Night	Doctor	Παθολογία	1
ΜΕΘ	2026-05-13	Night	Doctor	Πνευμονολογία	2
ΜΕΘ	2026-05-13	Night	Nurse	Νοσηλευτής	2
ΜΕΘ	2026-05-13	Night	Nurse	Προϊστάμενος	4
Νευρολογία	2026-05-13	Night	Admin	Διαχειριστής	1
Νευρολογία	2026-05-13	Night	Admin	Γραμματέας	1
Νευρολογία	2026-05-13	Night	Doctor	Ψυχιατρική	3
Νευρολογία	2026-05-13	Night	Nurse	Βοηθός Νοσηλευτή	1
Νευρολογία	2026-05-13	Night	Nurse	Νοσηλευτής	2
Νευρολογία	2026-05-13	Night	Nurse	Προϊστάμενος	3
Νεφρολογία	2026-05-13	Night	Admin	Γραμματέας	2
Νεφρολογία	2026-05-13	Night	Doctor	Νεφρολογία	3
Νεφρολογία	2026-05-13	Night	Nurse	Νοσηλευτής	2
Νεφρολογία	2026-05-13	Night	Nurse	Προϊστάμενος	4
Ογκολογία	2026-05-13	Night	Admin	Διαχειριστής	1
Ογκολογία	2026-05-13	Night	Admin	Λογιστής	1
Ογκολογία	2026-05-13	Night	Doctor	Αιματολογία	1
Ογκολογία	2026-05-13	Night	Doctor	Ογκολογία	2
Ογκολογία	2026-05-13	Night	Nurse	Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-13	Night	Nurse	Νοσηλευτής	3
Ογκολογία	2026-05-13	Night	Nurse	Προϊστάμενος	1
Ορθοπεδική	2026-05-13	Night	Admin	Διαχειριστής	1
Ορθοπεδική	2026-05-13	Night	Admin	Λογιστής	1
Ορθοπεδική	2026-05-13	Night	Doctor	Ρευματολογία	1
Ορθοπεδική	2026-05-13	Night	Doctor	Ορθοπεδική	2
Ορθοπεδική	2026-05-13	Night	Nurse	Βοηθός Νοσηλευτή	2
Ορθοπεδική	2026-05-13	Night	Nurse	Προϊστάμενος	4
Ουρολογία	2026-05-13	Night	Admin	Υπεύθυνος Προμηθειών	1
Ουρολογία	2026-05-13	Night	Admin	Γραμματέας	1
Ουρολογία	2026-05-13	Night	Doctor	Ουρολογία	2
Ουρολογία	2026-05-13	Night	Doctor	Χειρουργική	1
Ουρολογία	2026-05-13	Night	Nurse	Νοσηλευτής	1
Ουρολογία	2026-05-13	Night	Nurse	Βοηθός Νοσηλευτή	5
Οφθαλμολογία	2026-05-13	Night	Admin	Γραμματέας	2
Οφθαλμολογία	2026-05-13	Night	Doctor	Οφθαλμολογία	2
Οφθαλμολογία	2026-05-13	Night	Doctor	Χειρουργική	1
Οφθαλμολογία	2026-05-13	Night	Nurse	Βοηθός Νοσηλευτή	2
Οφθαλμολογία	2026-05-13	Night	Nurse	Νοσηλευτής	2
Οφθαλμολογία	2026-05-13	Night	Nurse	Προϊστάμενος	2
Παιδιατρική	2026-05-13	Night	Admin	Λογιστής	1
Παιδιατρική	2026-05-13	Night	Admin	Γραμματέας	1
Παιδιατρική	2026-05-13	Night	Doctor	Οφθαλμολογία	1
Παιδιατρική	2026-05-13	Night	Doctor	Παιδιατρική	2
Παιδιατρική	2026-05-13	Night	Nurse	Προϊστάμενος	2
Παιδιατρική	2026-05-13	Night	Nurse	Βοηθός Νοσηλευτή	2
Παιδιατρική	2026-05-13	Night	Nurse	Νοσηλευτής	2
Πνευμονολογία	2026-05-13	Night	Admin	Διαχειριστής	1
Πνευμονολογία	2026-05-13	Night	Admin	Λογιστής	1
Πνευμονολογία	2026-05-13	Night	Doctor	Πνευμονολογία	2
Πνευμονολογία	2026-05-13	Night	Doctor	Παθολογία	1
Πνευμονολογία	2026-05-13	Night	Nurse	Νοσηλευτής	1
Πνευμονολογία	2026-05-13	Night	Nurse	Βοηθός Νοσηλευτή	3
Πνευμονολογία	2026-05-13	Night	Nurse	Προϊστάμενος	2
Χειρουργική	2026-05-13	Night	Admin	Υπεύθυνος Προμηθειών	2
Χειρουργική	2026-05-13	Night	Doctor	Χειρουργική	2
Χειρουργική	2026-05-13	Night	Doctor	Αναισθησιολογία	1
Χειρουργική	2026-05-13	Night	Nurse	Προϊστάμενος	3
Χειρουργική	2026-05-13	Night	Nurse	Νοσηλευτής	3
ΩΡΛ	2026-05-13	Night	Admin	Διαχειριστής	1
ΩΡΛ	2026-05-13	Night	Admin	Γραμματέας	1
ΩΡΛ	2026-05-13	Night	Doctor	ΩΡΛ	2
ΩΡΛ	2026-05-13	Night	Doctor	Χειρουργική	1
ΩΡΛ	2026-05-13	Night	Nurse	Νοσηλευτής	3
ΩΡΛ	2026-05-13	Night	Nurse	Προϊστάμενος	3
Δερματολογία	2026-05-14	Afternoon	Admin	Λογιστής	1
Δερματολογία	2026-05-14	Afternoon	Admin	Υπεύθυνος Προμηθειών	1
Δερματολογία	2026-05-14	Afternoon	Doctor	Δερματολογία	1
Δερματολογία	2026-05-14	Afternoon	Doctor	Παθολογία	2
Δερματολογία	2026-05-14	Afternoon	Nurse	Νοσηλευτής	2
Δερματολογία	2026-05-14	Afternoon	Nurse	Προϊστάμενος	3
Δερματολογία	2026-05-14	Afternoon	Nurse	Βοηθός Νοσηλευτή	1
Επείγοντα	2026-05-14	Afternoon	Admin	Γραμματέας	2
Επείγοντα	2026-05-14	Afternoon	Doctor	Καρδιολογία	2
Επείγοντα	2026-05-14	Afternoon	Doctor	Παθολογία	1
Επείγοντα	2026-05-14	Afternoon	Nurse	Βοηθός Νοσηλευτή	2
Επείγοντα	2026-05-14	Afternoon	Nurse	Νοσηλευτής	2
Επείγοντα	2026-05-14	Afternoon	Nurse	Προϊστάμενος	2
Καρδιολογία	2026-05-14	Afternoon	Admin	Γραμματέας	2
Καρδιολογία	2026-05-14	Afternoon	Doctor	Αιματολογία	1
Καρδιολογία	2026-05-14	Afternoon	Doctor	Καρδιολογία	2
Καρδιολογία	2026-05-14	Afternoon	Nurse	Προϊστάμενος	3
Καρδιολογία	2026-05-14	Afternoon	Nurse	Βοηθός Νοσηλευτή	2
Καρδιολογία	2026-05-14	Afternoon	Nurse	Νοσηλευτής	1
Μαιευτική	2026-05-14	Afternoon	Admin	Λογιστής	2
Μαιευτική	2026-05-14	Afternoon	Doctor	Γυναικολογία	3
Μαιευτική	2026-05-14	Afternoon	Nurse	Βοηθός Νοσηλευτή	4
Μαιευτική	2026-05-14	Afternoon	Nurse	Προϊστάμενος	1
Μαιευτική	2026-05-14	Afternoon	Nurse	Νοσηλευτής	1
ΜΕΘ	2026-05-14	Afternoon	Admin	Γραμματέας	2
ΜΕΘ	2026-05-14	Afternoon	Doctor	Καρδιολογία	2
ΜΕΘ	2026-05-14	Afternoon	Doctor	Πνευμονολογία	1
ΜΕΘ	2026-05-14	Afternoon	Nurse	Νοσηλευτής	3
ΜΕΘ	2026-05-14	Afternoon	Nurse	Προϊστάμενος	3
Νευρολογία	2026-05-14	Afternoon	Admin	Γραμματέας	1
Νευρολογία	2026-05-14	Afternoon	Admin	Διαχειριστής	1
Νευρολογία	2026-05-14	Afternoon	Doctor	Ψυχιατρική	3
Νευρολογία	2026-05-14	Afternoon	Nurse	Νοσηλευτής	2
Νευρολογία	2026-05-14	Afternoon	Nurse	Βοηθός Νοσηλευτή	1
Νευρολογία	2026-05-14	Afternoon	Nurse	Προϊστάμενος	3
Νεφρολογία	2026-05-14	Afternoon	Admin	Υπεύθυνος Προμηθειών	1
Νεφρολογία	2026-05-14	Afternoon	Admin	Διαχειριστής	1
Νεφρολογία	2026-05-14	Afternoon	Doctor	Νεφρολογία	3
Νεφρολογία	2026-05-14	Afternoon	Nurse	Βοηθός Νοσηλευτή	2
Νεφρολογία	2026-05-14	Afternoon	Nurse	Προϊστάμενος	4
Ογκολογία	2026-05-14	Afternoon	Admin	Λογιστής	1
Ογκολογία	2026-05-14	Afternoon	Admin	Διαχειριστής	1
Ογκολογία	2026-05-14	Afternoon	Doctor	Ογκολογία	3
Ογκολογία	2026-05-14	Afternoon	Nurse	Βοηθός Νοσηλευτή	2
Ογκολογία	2026-05-14	Afternoon	Nurse	Προϊστάμενος	2
Ογκολογία	2026-05-14	Afternoon	Nurse	Νοσηλευτής	2
Ορθοπεδική	2026-05-14	Afternoon	Admin	Υπεύθυνος Προμηθειών	1
Ορθοπεδική	2026-05-14	Afternoon	Admin	Διαχειριστής	1
Ορθοπεδική	2026-05-14	Afternoon	Doctor	Ορθοπεδική	3
Ορθοπεδική	2026-05-14	Afternoon	Nurse	Βοηθός Νοσηλευτή	1
Ορθοπεδική	2026-05-14	Afternoon	Nurse	Νοσηλευτής	2
Ορθοπεδική	2026-05-14	Afternoon	Nurse	Προϊστάμενος	3
Ουρολογία	2026-05-14	Afternoon	Admin	Υπεύθυνος Προμηθειών	1
Ουρολογία	2026-05-14	Afternoon	Admin	Γραμματέας	1
Ουρολογία	2026-05-14	Afternoon	Doctor	Ουρολογία	3
Ουρολογία	2026-05-14	Afternoon	Nurse	Προϊστάμενος	4
Ουρολογία	2026-05-14	Afternoon	Nurse	Βοηθός Νοσηλευτή	1
Ουρολογία	2026-05-14	Afternoon	Nurse	Νοσηλευτής	1
Παιδιατρική	2026-05-14	Afternoon	Admin	Γραμματέας	2
Παιδιατρική	2026-05-14	Afternoon	Doctor	Παιδιατρική	3
Παιδιατρική	2026-05-14	Afternoon	Nurse	Προϊστάμενος	2
Παιδιατρική	2026-05-14	Afternoon	Nurse	Βοηθός Νοσηλευτή	2
Παιδιατρική	2026-05-14	Afternoon	Nurse	Νοσηλευτής	2
Πνευμονολογία	2026-05-14	Afternoon	Admin	Λογιστής	1
Πνευμονολογία	2026-05-14	Afternoon	Admin	Υπεύθυνος Προμηθειών	1
Πνευμονολογία	2026-05-14	Afternoon	Doctor	Παθολογία	1
Πνευμονολογία	2026-05-14	Afternoon	Doctor	Πνευμονολογία	2
Πνευμονολογία	2026-05-14	Afternoon	Nurse	Προϊστάμενος	1
Πνευμονολογία	2026-05-14	Afternoon	Nurse	Νοσηλευτής	2
Πνευμονολογία	2026-05-14	Afternoon	Nurse	Βοηθός Νοσηλευτή	3
Δερματολογία	2026-05-14	Morning	Admin	Λογιστής	2
Δερματολογία	2026-05-14	Morning	Doctor	Παθολογία	1
Δερματολογία	2026-05-14	Morning	Doctor	Δερματολογία	2
Δερματολογία	2026-05-14	Morning	Nurse	Νοσηλευτής	3
Δερματολογία	2026-05-14	Morning	Nurse	Βοηθός Νοσηλευτή	2
Δερματολογία	2026-05-14	Morning	Nurse	Προϊστάμενος	1
Επείγοντα	2026-05-14	Morning	Admin	Γραμματέας	1
Επείγοντα	2026-05-14	Morning	Admin	Υπεύθυνος Προμηθειών	1
Επείγοντα	2026-05-14	Morning	Doctor	Παθολογία	1
Επείγοντα	2026-05-14	Morning	Doctor	Καρδιολογία	2
Επείγοντα	2026-05-14	Morning	Nurse	Βοηθός Νοσηλευτή	1
Επείγοντα	2026-05-14	Morning	Nurse	Προϊστάμενος	4
Επείγοντα	2026-05-14	Morning	Nurse	Νοσηλευτής	1
Καρδιολογία	2026-05-14	Morning	Admin	Γραμματέας	2
Καρδιολογία	2026-05-14	Morning	Doctor	Παθολογία	2
Καρδιολογία	2026-05-14	Morning	Doctor	Καρδιολογία	1
Καρδιολογία	2026-05-14	Morning	Nurse	Βοηθός Νοσηλευτή	1
Καρδιολογία	2026-05-14	Morning	Nurse	Νοσηλευτής	4
Καρδιολογία	2026-05-14	Morning	Nurse	Προϊστάμενος	1
Μαιευτική	2026-05-14	Morning	Admin	Γραμματέας	1
Μαιευτική	2026-05-14	Morning	Admin	Υπεύθυνος Προμηθειών	1
Μαιευτική	2026-05-14	Morning	Doctor	Μαιευτική-Γυναικολογία	3
Μαιευτική	2026-05-14	Morning	Nurse	Νοσηλευτής	4
Μαιευτική	2026-05-14	Morning	Nurse	Βοηθός Νοσηλευτή	2
ΜΕΘ	2026-05-14	Morning	Admin	Υπεύθυνος Προμηθειών	1
ΜΕΘ	2026-05-14	Morning	Admin	Διαχειριστής	1
ΜΕΘ	2026-05-14	Morning	Doctor	Καρδιολογία	1
ΜΕΘ	2026-05-14	Morning	Doctor	Αναισθησιολογία	1
ΜΕΘ	2026-05-14	Morning	Doctor	Πνευμονολογία	1
ΜΕΘ	2026-05-14	Morning	Nurse	Προϊστάμενος	3
ΜΕΘ	2026-05-14	Morning	Nurse	Νοσηλευτής	3
Νευρολογία	2026-05-14	Morning	Admin	Λογιστής	1
Νευρολογία	2026-05-14	Morning	Admin	Διαχειριστής	1
Νευρολογία	2026-05-14	Morning	Doctor	Ψυχιατρική	1
Νευρολογία	2026-05-14	Morning	Doctor	Νευρολογία	2
Νευρολογία	2026-05-14	Morning	Nurse	Νοσηλευτής	2
Νευρολογία	2026-05-14	Morning	Nurse	Προϊστάμενος	4
Νεφρολογία	2026-05-14	Morning	Admin	Διαχειριστής	1
Νεφρολογία	2026-05-14	Morning	Admin	Γραμματέας	1
Νεφρολογία	2026-05-14	Morning	Doctor	Νεφρολογία	3
Νεφρολογία	2026-05-14	Morning	Nurse	Βοηθός Νοσηλευτή	5
Νεφρολογία	2026-05-14	Morning	Nurse	Προϊστάμενος	1
Ογκολογία	2026-05-14	Morning	Admin	Υπεύθυνος Προμηθειών	2
Ογκολογία	2026-05-14	Morning	Doctor	Ογκολογία	1
Ογκολογία	2026-05-14	Morning	Doctor	Αιματολογία	1
Ογκολογία	2026-05-14	Morning	Doctor	Παθολογία	1
Ογκολογία	2026-05-14	Morning	Nurse	Νοσηλευτής	3
Ογκολογία	2026-05-14	Morning	Nurse	Βοηθός Νοσηλευτή	3
Ορθοπεδική	2026-05-14	Morning	Admin	Γραμματέας	2
Ορθοπεδική	2026-05-14	Morning	Doctor	Ρευματολογία	1
Ορθοπεδική	2026-05-14	Morning	Doctor	Ορθοπεδική	2
Ορθοπεδική	2026-05-14	Morning	Nurse	Νοσηλευτής	3
Ορθοπεδική	2026-05-14	Morning	Nurse	Βοηθός Νοσηλευτή	2
Ορθοπεδική	2026-05-14	Morning	Nurse	Προϊστάμενος	1
Ουρολογία	2026-05-14	Morning	Admin	Λογιστής	1
Ουρολογία	2026-05-14	Morning	Admin	Διαχειριστής	1
Ουρολογία	2026-05-14	Morning	Doctor	Χειρουργική	2
